일시,기온,강수량,풍속,습도,일조,일사,적설,전운량,지면온도
2022_12_07@10,11.6,,4.2,59.0,0.1,0.34,,8.0,10.2
2022_12_07@11,12.5,,4.4,55.0,0.4,0.94,,8.0,12.9
2022_12_07@12,12.6,,4.7,52.0,0.4,1.09,,8.0,14.2
2022_12_07@13,13.5,,4.8,50.0,0.9,1.73,,5.0,16.9
2022_12_07@14,13.7,,4.5,49.0,0.9,1.73,,1.0,17.7
2022_12_07@15,13.8,,3.8,49.0,1.0,1.41,,0.0,16.9
2022_12_07@16,13.1,,4.5,45.0,1.0,0.9,,0.0,13.2
2022_12_07@17,11.7,,4.6,49.0,1.0,0.32,,0.0,11.0
2022_12_07@18,10.8,,4.2,51.0,0.2,0.01,,0.0,9.3
2022_12_07@19,10.4,,3.0,46.0,,,,0.0,8.3
2022_12_07@20,9.2,,2.0,54.0,,,,0.0,7.4
2022_12_07@21,8.1,,1.8,58.0,,,,0.0,6.6
2022_12_07@22,7.6,,2.4,59.0,,,,0.0,6.0
2022_12_07@23,6.9,,2.1,60.0,,,,0.0,5.4
2022_12_08@0,6.4,,2.2,64.0,,,,0.0,5.0
2022_12_08@1,6.0,,2.8,64.0,,,,3.0,4.8
2022_12_08@2,5.9,,2.4,62.0,,,,1.0,4.4
2022_12_08@3,5.8,,2.0,65.0,,,,0.0,4.2
2022_12_08@4,5.6,,2.2,68.0,,,,3.0,4.2
2022_12_08@5,5.3,,2.6,70.0,,,,4.0,3.9
2022_12_08@6,5.3,,2.3,72.0,,,,5.0,3.8
2022_12_08@7,5.5,,2.0,73.0,,,,6.0,3.9
2022_12_08@8,5.8,,2.4,74.0,0.0,0.02,,7.0,4.4
2022_12_08@9,7.4,,1.9,72.0,0.0,0.22,,9.0,6.3
2022_12_08@10,9.8,,0.8,63.0,0.0,0.51,,9.0,9.2
2022_12_08@11,12.0,,3.0,50.0,0.3,1.09,,9.0,13.1
2022_12_08@12,11.4,,2.5,52.0,0.0,0.87,,9.0,13.6
2022_12_08@13,12.1,,2.6,57.0,0.1,1.03,,9.0,15.4
2022_12_08@14,12.4,,3.3,54.0,0.2,1.06,,9.0,15.8
2022_12_08@15,12.0,,2.2,59.0,0.2,0.85,,9.0,15.1
2022_12_08@16,11.8,,1.6,60.0,0.0,0.34,,9.0,13.8
2022_12_08@17,11.3,,1.8,58.0,0.0,0.04,,9.0,12.1
2022_12_08@18,10.9,,1.0,61.0,0.0,0.0,,8.0,10.7
2022_12_08@19,10.5,,1.8,62.0,,,,8.0,9.8
2022_12_08@20,10.4,,1.5,61.0,,,,9.0,9.7
2022_12_08@21,10.0,,1.7,62.0,,,,9.0,9.0
2022_12_08@22,9.3,,1.6,65.0,,,,7.0,8.0
2022_12_08@23,8.9,,2.1,52.0,,,,2.0,7.6
2022_12_09@0,9.0,,1.9,49.0,,,,9.0,7.8
2022_12_09@1,9.2,,1.5,50.0,,,,10.0,7.9
2022_12_09@2,9.3,,2.4,49.0,,,,9.0,7.9
2022_12_09@3,9.2,,1.9,53.0,,,,9.0,7.6
2022_12_09@4,9.0,,2.1,52.0,,,,9.0,7.4
2022_12_09@5,8.5,,1.9,56.0,,,,9.0,6.9
2022_12_09@6,8.3,,1.6,63.0,,,,8.0,6.8
2022_12_09@7,8.2,,2.2,69.0,,,,9.0,6.7
2022_12_09@8,8.6,,1.8,72.0,0.0,0.0,,10.0,7.3
2022_12_09@9,10.0,,2.3,69.0,0.0,0.08,,10.0,8.8
2022_12_09@10,11.5,,1.5,58.0,0.0,0.26,,10.0,10.4
2022_12_09@11,12.8,,1.4,45.0,0.0,0.47,,10.0,12.4
2022_12_09@12,14.1,,2.0,35.0,0.0,0.84,,10.0,14.5
2022_12_09@13,14.5,,2.7,31.0,0.0,0.77,,10.0,15.0
2022_12_09@14,14.3,,3.0,38.0,0.0,0.59,,10.0,14.9
2022_12_09@15,14.1,,2.9,49.0,0.0,0.5,,9.0,14.6
2022_12_09@16,13.9,,3.6,55.0,0.4,0.55,,6.0,13.6
2022_12_09@17,13.1,,3.0,61.0,0.3,0.19,,9.0,12.5
2022_12_09@18,12.8,,1.2,61.0,0.0,0.0,,10.0,11.9
2022_12_09@19,12.3,,1.7,63.0,,,,8.0,11.1
2022_12_09@20,11.4,,0.5,65.0,,,,6.0,10.0
2022_12_09@21,10.8,,1.4,69.0,,,,0.0,9.1
2022_12_09@22,10.4,,1.8,71.0,,,,3.0,9.1
2022_12_09@23,10.3,,1.2,72.0,,,,5.0,9.3
2022_12_10@0,10.2,,2.2,76.0,,,,8.0,9.2
2022_12_10@1,10.0,,2.0,78.0,,,,4.0,9.2
2022_12_10@2,9.6,,1.6,81.0,,,,3.0,8.8
2022_12_10@3,9.2,,1.8,82.0,,,,7.0,8.5
2022_12_10@4,8.9,,2.7,82.0,,,,4.0,8.0
2022_12_10@5,8.8,,2.8,83.0,,,,8.0,8.0
2022_12_10@6,9.3,,1.9,82.0,,,,8.0,8.4
2022_12_10@7,9.0,,2.8,85.0,,,,3.0,7.7
2022_12_10@8,9.1,,3.0,85.0,0.0,0.0,,8.0,8.1
2022_12_10@9,10.1,,1.5,83.0,0.0,0.11,,10.0,9.9
2022_12_10@10,11.7,,1.3,77.0,0.0,0.34,,10.0,12.0
2022_12_10@11,13.6,,1.3,66.0,0.0,0.82,,10.0,14.9
2022_12_10@12,14.0,,2.5,60.0,0.1,1.24,,8.0,17.4
2022_12_10@13,14.1,,2.2,62.0,0.2,1.25,,6.0,18.0
2022_12_10@14,13.8,,3.4,59.0,0.3,1.1,,10.0,17.9
2022_12_10@15,13.6,0.0,2.1,57.0,0.2,0.7,,8.0,17.1
2022_12_10@16,12.5,,2.8,61.0,0.0,0.25,,10.0,14.8
2022_12_10@17,11.6,,2.9,58.0,0.0,0.02,,10.0,12.9
2022_12_10@18,11.2,0.0,3.6,58.0,0.0,0.0,,10.0,11.7
2022_12_10@19,10.5,,4.4,54.0,,,,10.0,11.0
2022_12_10@20,10.6,,4.5,57.0,,,,10.0,10.6
2022_12_10@21,10.6,0.0,1.8,63.0,,,,10.0,10.5
2022_12_10@22,10.1,,2.5,62.0,,,,10.0,10.2
2022_12_10@23,10.3,,2.1,64.0,,,,9.0,9.8
2022_12_11@0,10.7,0.0,3.9,67.0,,,,10.0,10.0
2022_12_11@1,10.4,,3.2,65.0,,,,10.0,9.9
2022_12_11@2,10.4,,4.5,60.0,,,,10.0,9.6
2022_12_11@3,10.4,,2.8,59.0,,,,10.0,9.4
2022_12_11@4,10.2,,2.9,63.0,,,,10.0,9.3
2022_12_11@5,10.3,,3.7,71.0,,,,10.0,9.6
2022_12_11@6,10.2,0.0,5.6,68.0,,,,8.0,9.7
2022_12_11@7,10.0,,4.9,57.0,,,,7.0,9.2
2022_12_11@8,10.1,,4.0,59.0,0.0,0.0,,9.0,9.2
2022_12_11@9,9.3,,9.3,65.0,0.0,0.05,,9.0,9.6
2022_12_11@10,8.9,,7.5,67.0,0.0,0.33,,6.0,10.2
2022_12_11@11,9.2,,7.5,63.0,0.5,0.9,,5.0,11.7
2022_12_11@12,10.3,,6.2,55.0,0.8,1.51,,5.0,15.4
2022_12_11@13,9.5,,5.0,56.0,0.3,1.01,,7.0,14.2
2022_12_11@14,10.1,,6.4,52.0,0.3,0.88,,7.0,15.0
2022_12_11@15,9.6,,7.0,57.0,0.4,0.84,,5.0,14.3
2022_12_11@16,9.8,,7.1,59.0,0.6,0.66,,4.0,11.8
2022_12_11@17,9.0,,7.0,59.0,0.7,0.28,,3.0,10.2
2022_12_11@18,8.7,,6.5,61.0,0.0,0.0,,3.0,8.9
2022_12_11@19,8.6,,7.4,60.0,,,,1.0,8.1
2022_12_11@20,8.3,,5.1,62.0,,,,1.0,7.5
2022_12_11@21,8.1,,4.2,61.0,,,,1.0,7.0
2022_12_11@22,7.0,,1.8,65.0,,,,0.0,6.2
2022_12_11@23,5.9,,0.9,70.0,,,,0.0,5.6
2022_12_12@0,5.8,,2.1,71.0,,,,1.0,5.2
2022_12_12@1,5.4,,2.5,71.0,,,,4.0,4.9
2022_12_12@2,5.4,,2.6,71.0,,,,4.0,4.9
2022_12_12@3,5.5,,2.8,70.0,,,,6.0,4.9
2022_12_12@4,5.8,,1.9,73.0,,,,8.0,5.1
2022_12_12@5,6.3,,2.3,74.0,,,,8.0,5.7
2022_12_12@6,6.5,,2.0,74.0,,,,8.0,5.6
2022_12_12@7,5.8,,2.5,78.0,,,,2.0,5.0
2022_12_12@8,5.7,,3.0,78.0,0.0,0.02,,1.0,4.9
2022_12_12@9,7.0,,2.7,74.0,0.2,0.27,,3.0,6.0
2022_12_12@10,9.5,,2.4,65.0,0.4,0.61,,10.0,9.3
2022_12_12@11,10.3,,1.8,64.0,0.0,0.32,,10.0,10.3
2022_12_12@12,9.5,,4.3,69.0,0.0,0.07,,10.0,9.6
2022_12_12@13,9.1,,4.4,72.0,0.0,0.12,,10.0,9.7
2022_12_12@14,9.2,,4.3,73.0,0.0,0.07,,10.0,9.7
2022_12_12@15,9.3,0.0,4.8,64.0,0.0,0.03,,10.0,9.4
2022_12_12@16,9.5,,4.1,64.0,0.0,0.07,,9.0,9.6
2022_12_12@17,9.6,,3.0,61.0,0.0,0.06,,9.0,9.4
2022_12_12@18,9.7,,4.4,63.0,0.0,0.0,,8.0,8.9
2022_12_12@19,9.3,,4.3,67.0,,,,6.0,7.9
2022_12_12@20,8.8,,2.7,70.0,,,,6.0,7.3
2022_12_12@21,9.4,,3.2,72.0,,,,7.0,8.0
2022_12_12@22,10.3,,5.4,67.0,,,,10.0,8.2
2022_12_12@23,10.0,,6.4,59.0,,,,5.0,8.0
2022_12_13@0,9.9,,5.3,56.0,,,,7.0,8.1
2022_12_13@1,10.2,,4.6,58.0,,,,9.0,8.3
2022_12_13@2,10.1,,6.8,58.0,,,,7.0,8.4
2022_12_13@3,9.4,,6.3,53.0,,,,7.0,8.2
2022_12_13@4,9.2,,5.8,54.0,,,,8.0,8.0
2022_12_13@5,9.1,,6.3,54.0,,,,7.0,7.9
2022_12_13@6,9.1,,5.2,57.0,,,,7.0,7.6
2022_12_13@7,8.6,,5.9,56.0,,,,7.0,7.6
2022_12_13@8,8.3,,4.5,54.0,0.0,0.0,,7.0,7.3
2022_12_13@9,9.1,,5.5,53.0,0.1,0.16,,7.0,8.3
2022_12_13@10,10.5,,5.5,50.0,0.7,0.72,,5.0,10.6
2022_12_13@11,10.4,,4.6,57.0,0.1,0.63,,9.0,11.6
2022_12_13@12,10.5,,4.9,51.0,0.1,0.63,,7.0,12.3
2022_12_13@13,10.9,,5.7,48.0,0.3,0.99,,3.0,13.8
2022_12_13@14,11.7,,6.0,48.0,0.8,1.45,,8.0,15.9
2022_12_13@15,11.0,,6.3,50.0,0.2,0.62,,7.0,13.7
2022_12_13@16,10.8,,5.2,54.0,0.0,0.37,,8.0,12.5
2022_12_13@17,10.7,,5.5,58.0,0.0,0.11,,9.0,11.2
2022_12_13@18,10.8,,7.5,50.0,0.0,0.0,,7.0,10.1
2022_12_13@19,11.0,,8.8,50.0,,,,7.0,10.1
2022_12_13@20,10.9,,9.1,63.0,,,,6.0,9.9
2022_12_13@21,9.7,,8.7,61.0,,,,6.0,9.7
2022_12_13@22,8.9,,7.5,56.0,,,,7.0,8.8
2022_12_13@23,8.5,,9.0,54.0,,,,7.0,8.8
2022_12_14@0,7.4,,9.9,54.0,,,,8.0,8.3
2022_12_14@1,6.9,,9.6,52.0,,,,10.0,7.8
2022_12_14@2,6.1,,8.1,67.0,,,,10.0,7.3
2022_12_14@3,5.8,0.0,9.5,64.0,,,,10.0,6.8
2022_12_14@4,5.4,,7.7,56.0,,,,10.0,6.5
2022_12_14@5,5.1,,7.7,56.0,,,,6.0,6.3
2022_12_14@6,4.6,0.0,7.9,56.0,,,,7.0,5.7
2022_12_14@7,4.8,,8.4,70.0,,,,10.0,5.8
2022_12_14@8,3.9,,8.4,81.0,0.0,0.0,,8.0,5.6
2022_12_14@9,5.0,0.0,7.9,56.0,0.0,0.11,,8.0,6.2
2022_12_14@10,4.8,,6.9,63.0,0.0,0.19,,7.0,6.5
2022_12_14@11,4.9,,5.0,62.0,0.1,0.55,,7.0,8.1
2022_12_14@12,5.5,0.0,6.8,50.0,0.1,0.75,,5.0,9.6
2022_12_14@13,5.2,,6.3,78.0,0.4,1.12,,8.0,11.1
2022_12_14@14,5.0,,6.9,63.0,0.1,0.46,,9.0,9.7
2022_12_14@15,3.4,0.3,5.8,89.0,0.2,0.57,,7.0,9.6
2022_12_14@16,3.4,,3.1,86.0,0.1,0.26,,7.0,7.2
2022_12_14@17,3.7,,3.6,74.0,0.1,0.04,,7.0,6.8
2022_12_14@18,3.3,0.5,3.6,81.0,0.0,0.0,,10.0,5.8
2022_12_14@19,3.5,,4.0,80.0,,,,10.0,5.5
2022_12_14@20,2.5,,2.6,92.0,,,,7.0,5.2
2022_12_14@21,3.1,1.1,1.3,84.0,,,,8.0,5.4
2022_12_14@22,3.8,,1.1,72.0,,,,8.0,5.3
2022_12_14@23,3.3,,2.2,83.0,,,,9.0,5.3
2022_12_15@0,2.7,0.2,2.2,87.0,,,,7.0,4.9
2022_12_15@1,2.7,,2.0,87.0,,,,7.0,4.4
2022_12_15@2,3.4,,2.1,81.0,,,,7.0,4.8
2022_12_15@3,4.0,,3.7,74.0,,,,4.0,4.4
2022_12_15@4,4.7,,3.4,66.0,,,,8.0,4.4
2022_12_15@5,4.2,,1.8,74.0,,,,8.0,4.8
2022_12_15@6,5.4,,3.5,60.0,,,,7.0,4.8
2022_12_15@7,5.6,,3.4,59.0,,,,10.0,4.9
2022_12_15@8,5.1,,1.5,65.0,0.0,0.0,,8.0,5.1
2022_12_15@9,5.5,,2.8,66.0,0.0,0.13,,8.0,6.1
2022_12_15@10,6.4,,1.9,62.0,0.0,0.33,,9.0,7.6
2022_12_15@11,8.3,,1.6,54.0,0.1,0.95,,7.0,11.1
2022_12_15@12,9.7,,3.0,50.0,1.0,2.1,,5.0,15.0
2022_12_15@13,9.1,,2.7,53.0,0.5,1.54,,8.0,14.0
2022_12_15@14,9.4,,1.8,54.0,0.1,1.06,,6.0,13.8
2022_12_15@15,10.9,,2.4,49.0,0.9,1.45,,2.0,14.8
2022_12_15@16,10.2,,2.6,53.0,1.0,0.97,,1.0,10.8
2022_12_15@17,8.8,,1.4,56.0,0.9,0.34,,0.0,8.9
2022_12_15@18,7.7,,1.8,60.0,0.0,0.01,,0.0,7.2
2022_12_15@19,6.4,,2.6,71.0,,,,2.0,6.3
2022_12_15@20,5.6,,2.5,71.0,,,,3.0,5.6
2022_12_15@21,5.7,,2.5,65.0,,,,0.0,5.0
2022_12_15@22,5.8,,2.7,66.0,,,,1.0,4.6
2022_12_15@23,6.4,,3.2,65.0,,,,1.0,4.4
2022_12_16@0,7.1,,3.4,63.0,,,,7.0,4.7
2022_12_16@1,8.1,,2.7,57.0,,,,7.0,5.3
2022_12_16@2,8.2,,2.3,58.0,,,,8.0,5.5
2022_12_16@3,8.8,,2.9,59.0,,,,10.0,6.1
2022_12_16@4,8.2,,8.3,85.0,,,,9.0,7.4
2022_12_16@5,7.3,,7.2,80.0,,,,10.0,7.3
2022_12_16@6,6.7,0.0,5.7,83.0,,,,10.0,7.1
2022_12_16@7,6.4,,5.6,80.0,,,,10.0,6.9
2022_12_16@8,6.1,,5.7,80.0,0.0,0.0,,10.0,6.7
2022_12_16@9,5.8,0.0,5.1,80.0,0.0,0.0,,10.0,6.6
2022_12_16@10,5.6,,5.5,80.0,0.0,0.0,,10.0,6.6
2022_12_16@11,5.2,,5.1,77.0,0.0,0.01,,10.0,6.7
2022_12_16@12,4.9,,4.3,76.0,0.0,0.08,,9.0,7.0
2022_12_16@13,4.8,,4.4,76.0,0.0,0.12,,10.0,7.3
2022_12_16@14,5.2,,3.0,74.0,0.0,0.31,,10.0,8.4
2022_12_16@15,5.2,0.0,3.8,72.0,0.0,0.3,,10.0,8.4
2022_12_16@16,5.2,,3.0,69.0,0.0,0.14,,10.0,7.7
2022_12_16@17,5.0,,3.3,68.0,0.0,0.05,,9.0,6.9
2022_12_16@18,4.7,,3.3,68.0,0.0,0.01,,10.0,6.2
2022_12_16@19,4.6,,3.2,58.0,,,,10.0,5.7
2022_12_16@20,4.6,,3.1,50.0,,,,10.0,5.3
2022_12_16@21,5.0,,3.8,51.0,,,,10.0,5.2
2022_12_16@22,4.9,,4.4,53.0,,,,10.0,5.1
2022_12_16@23,5.0,,4.0,52.0,,,,10.0,5.0
2022_12_17@0,4.6,,3.4,57.0,,,,10.0,5.0
2022_12_17@1,4.4,,3.8,59.0,,,,10.0,4.9
2022_12_17@2,4.3,,2.8,65.0,,,,10.0,4.8
2022_12_17@3,4.3,,3.2,72.0,,,,10.0,5.0
2022_12_17@4,4.1,,4.4,67.0,,,,10.0,4.8
2022_12_17@5,4.2,,3.3,68.0,,,,10.0,4.7
2022_12_17@6,4.3,,3.4,68.0,,,,10.0,4.8
2022_12_17@7,4.3,,5.2,78.0,,,,10.0,4.9
2022_12_17@8,3.5,,3.6,86.0,0.0,0.0,,10.0,4.9
2022_12_17@9,3.9,0.5,5.2,90.0,0.0,0.0,,10.0,5.0
2022_12_17@10,5.1,,8.1,68.0,0.0,0.01,,10.0,5.1
2022_12_17@11,5.3,,8.8,64.0,0.0,0.2,,10.0,6.1
2022_12_17@12,5.7,0.2,7.1,65.0,0.1,0.58,,8.0,7.3
2022_12_17@13,4.9,,7.5,59.0,0.2,0.76,,8.0,7.7
2022_12_17@14,4.5,,9.1,60.0,0.1,0.51,,8.0,6.8
2022_12_17@15,3.2,0.1,11.2,85.0,0.1,0.4,,10.0,5.9
2022_12_17@16,3.2,,8.9,70.0,0.0,0.06,,10.0,4.9
2022_12_17@17,3.3,,8.1,67.0,0.0,0.02,,7.0,4.3
2022_12_17@18,2.4,0.0,9.4,83.0,0.0,0.0,,10.0,4.1
2022_12_17@19,2.6,,8.9,85.0,,,,10.0,3.8
2022_12_17@20,3.0,,10.8,73.0,,,,10.0,3.5
2022_12_17@21,1.1,0.0,9.2,88.0,,,,7.0,2.9
2022_12_17@22,1.9,,10.1,75.0,,,0.4,7.0,2.3
2022_12_17@23,1.0,,8.5,88.0,,,0.3,8.0,2.1
2022_12_18@0,2.0,0.4,8.3,64.0,,,0.3,8.0,2.1
2022_12_18@1,2.2,,11.1,54.0,,,0.3,7.0,2.0
2022_12_18@2,0.6,,11.3,81.0,,,0.3,10.0,1.9
2022_12_18@3,1.2,0.4,11.6,84.0,,,0.8,7.0,1.9
2022_12_18@4,0.8,,10.8,73.0,,,1.2,8.0,2.0
2022_12_18@5,1.3,,10.0,64.0,,,1.2,7.0,2.0
2022_12_18@6,1.5,0.5,10.2,63.0,,,1.0,8.0,2.0
2022_12_18@7,1.3,,9.0,65.0,,,1.0,7.0,2.0
2022_12_18@8,1.3,,10.8,70.0,0.0,0.0,1.0,8.0,2.0
2022_12_18@9,0.9,0.0,9.5,82.0,0.0,0.06,1.1,9.0,2.0
2022_12_18@10,2.0,,10.3,81.0,0.1,0.26,0.8,9.0,2.5
2022_12_18@11,3.0,,8.7,72.0,0.2,0.53,0.5,8.0,4.1
2022_12_18@12,2.9,0.0,11.1,73.0,0.2,0.8,,8.0,5.4
2022_12_18@13,3.1,,8.5,69.0,0.1,0.65,,9.0,5.4
2022_12_18@14,2.6,,10.5,81.0,0.1,0.63,,9.0,5.5
2022_12_18@15,3.6,0.0,9.7,58.0,0.2,0.61,,9.0,5.4
2022_12_18@16,3.3,,9.2,59.0,0.0,0.15,,9.0,4.3
2022_12_18@17,3.0,,8.5,63.0,0.0,0.02,,9.0,3.4
2022_12_18@18,3.3,0.0,8.0,56.0,0.0,0.0,,9.0,3.0
2022_12_18@19,3.4,,8.3,58.0,,,,8.0,2.8
2022_12_18@20,3.4,,8.5,61.0,,,,8.0,2.6
2022_12_18@21,2.7,0.1,9.4,79.0,,,,9.0,2.6
2022_12_18@22,3.3,,7.3,59.0,,,,6.0,2.1
2022_12_18@23,3.3,,5.8,71.0,,,,8.0,2.4
2022_12_19@0,3.6,0.0,6.2,69.0,,,,9.0,2.7
2022_12_19@1,3.8,,6.2,67.0,,,,8.0,2.9
2022_12_19@2,3.6,,5.7,85.0,,,,9.0,3.0
2022_12_19@3,3.5,0.3,5.8,69.0,,,,8.0,2.9
2022_12_19@4,4.1,,6.2,67.0,,,,8.0,3.0
2022_12_19@5,4.5,,6.7,61.0,,,,8.0,3.1
2022_12_19@6,4.5,0.0,5.6,56.0,,,,4.0,2.6
2022_12_19@7,4.5,,5.0,54.0,,,,5.0,2.0
2022_12_19@8,4.8,,5.6,54.0,0.0,0.0,,7.0,2.1
2022_12_19@9,5.4,,4.4,53.0,0.0,0.1,,8.0,3.1
2022_12_19@10,6.1,,4.3,59.0,0.3,0.51,,7.0,5.0
2022_12_19@11,6.6,,4.5,68.0,0.1,0.5,,9.0,6.7
2022_12_19@12,5.9,,2.3,67.0,0.0,0.4,,9.0,7.3
2022_12_19@13,7.2,,1.9,62.0,0.2,0.93,,9.0,10.4
2022_12_19@14,7.5,,3.5,55.0,0.0,0.62,,9.0,9.6
2022_12_19@15,7.6,,3.0,57.0,0.1,0.44,,9.0,8.9
2022_12_19@16,7.7,,4.3,62.0,0.0,0.18,,9.0,8.0
2022_12_19@17,7.8,,3.7,58.0,0.1,0.12,,9.0,7.3
2022_12_19@18,7.8,,2.9,61.0,0.0,0.0,,10.0,6.6
2022_12_19@19,7.8,,1.7,62.0,,,,9.0,6.4
2022_12_19@20,8.5,,3.9,48.0,,,,9.0,6.0
2022_12_19@21,8.4,,3.8,54.0,,,,8.0,5.7
2022_12_19@22,8.3,,3.5,51.0,,,,7.0,5.2
2022_12_19@23,7.3,,2.2,58.0,,,,7.0,5.5
2022_12_20@0,7.4,,2.0,58.0,,,,8.0,5.7
2022_12_20@1,7.4,,0.8,58.0,,,,6.0,5.7
2022_12_20@2,7.9,,2.8,72.0,,,,7.0,6.0
2022_12_20@3,7.6,,1.3,72.0,,,,7.0,6.1
2022_12_20@4,6.3,,1.8,75.0,,,,3.0,4.8
2022_12_20@5,5.2,,2.3,77.0,,,,6.0,4.4
2022_12_20@6,4.7,,3.0,77.0,,,,3.0,4.1
2022_12_20@7,4.3,,2.7,81.0,,,,2.0,3.2
2022_12_20@8,4.2,,2.8,83.0,0.0,0.0,,1.0,3.0
2022_12_20@9,5.5,,1.9,78.0,0.3,0.17,,1.0,3.6
2022_12_20@10,9.9,,2.2,62.0,1.0,0.8,,1.0,7.3
2022_12_20@11,12.0,,1.5,53.0,1.0,1.35,,2.0,11.2
2022_12_20@12,11.4,,3.5,58.0,1.0,1.62,,1.0,13.8
2022_12_20@13,11.4,,4.3,58.0,1.0,1.71,,0.0,15.3
2022_12_20@14,11.3,,4.4,61.0,1.0,1.69,,1.0,15.3
2022_12_20@15,11.3,,4.4,60.0,1.0,1.4,,1.0,14.7
2022_12_20@16,11.0,,4.0,63.0,1.0,0.89,,2.0,11.3
2022_12_20@17,9.8,,3.0,66.0,,,,5.0,9.3
2022_12_20@18,8.7,,3.2,72.0,0.1,0.01,,1.0,7.9
2022_12_20@19,8.1,,2.5,75.0,,,,6.0,6.9
2022_12_20@20,7.4,,2.4,78.0,,,,5.0,6.2
2022_12_20@21,8.1,,2.1,74.0,,,,7.0,6.2
2022_12_20@22,8.4,,3.7,73.0,,,,7.0,6.1
2022_12_20@23,8.4,,1.8,70.0,,,,8.0,6.0
2022_12_21@0,8.8,,2.4,69.0,,,,8.0,6.2
2022_12_21@1,8.8,,2.2,72.0,,,,8.0,6.4
2022_12_21@2,9.2,,1.6,70.0,,,,10.0,6.8
2022_12_21@3,9.6,0.6,2.8,89.0,,,,10.0,7.7
2022_12_21@4,9.1,,2.2,93.0,,,,10.0,8.1
2022_12_21@5,9.4,,2.6,93.0,,,,10.0,8.4
2022_12_21@6,9.4,2.1,2.4,94.0,,,,10.0,8.4
2022_12_21@7,10.8,,3.2,80.0,,,,10.0,8.6
2022_12_21@8,10.1,,2.4,84.0,0.0,0.0,,10.0,8.7
2022_12_21@9,9.3,2.3,2.9,90.0,0.0,0.0,,10.0,8.8
2022_12_21@10,9.5,,3.6,92.0,0.0,0.0,,10.0,9.2
2022_12_21@11,9.7,,3.0,88.0,0.0,0.2,,10.0,10.5
2022_12_21@12,10.6,7.9,3.1,81.0,0.0,0.4,,10.0,11.9
2022_12_21@13,9.4,,3.6,89.0,0.0,0.16,,10.0,10.9
2022_12_21@14,10.2,,3.6,83.0,0.0,0.19,,10.0,11.2
2022_12_21@15,9.4,3.8,4.4,88.0,0.0,0.02,,10.0,10.2
2022_12_21@16,9.7,,2.9,81.0,0.0,0.0,,10.0,9.8
2022_12_21@17,9.8,,7.4,78.0,0.0,0.0,,9.0,9.4
2022_12_21@18,9.6,1.0,6.9,71.0,0.0,0.0,,9.0,8.8
2022_12_21@19,9.3,,6.8,69.0,,,,7.0,8.2
2022_12_21@20,8.9,,6.7,58.0,,,,6.0,7.4
2022_12_21@21,8.4,,6.0,58.0,,,,8.0,6.7
2022_12_21@22,8.2,,6.6,51.0,,,,8.0,6.4
2022_12_21@23,8.0,,7.0,56.0,,,,8.0,6.1
2022_12_22@0,7.7,0.0,8.4,68.0,,,,9.0,6.0
2022_12_22@1,7.6,,7.5,52.0,,,,7.0,5.5
2022_12_22@2,7.0,,7.1,60.0,,,,6.0,5.2
2022_12_22@3,6.9,0.0,6.7,53.0,,,,10.0,5.0
2022_12_22@4,5.1,,5.6,80.0,,,,10.0,5.2
2022_12_22@5,5.0,,6.9,70.0,,,,9.0,5.2
2022_12_22@6,5.2,0.3,5.7,67.0,,,,8.0,4.9
2022_12_22@7,4.9,,7.3,78.0,,,,10.0,4.9
2022_12_22@8,5.4,,7.3,59.0,0.0,0.0,,8.0,4.4
2022_12_22@9,5.1,0.0,7.3,57.0,0.0,0.01,,10.0,4.6
2022_12_22@10,3.3,,6.8,82.0,0.0,0.01,,10.0,4.5
2022_12_22@11,2.7,,7.0,93.0,0.0,0.01,,10.0,3.9
2022_12_22@12,2.7,1.9,7.0,87.0,0.0,0.06,,10.0,4.1
2022_12_22@13,1.7,,9.0,93.0,0.0,0.04,,10.0,3.6
2022_12_22@14,1.8,,7.8,84.0,0.0,0.08,,10.0,3.6
2022_12_22@15,2.2,1.4,8.6,86.0,0.0,0.06,,10.0,3.5
2022_12_22@16,2.8,,9.2,80.0,0.0,0.04,,10.0,3.5
2022_12_22@17,3.0,,10.5,64.0,0.0,0.01,,10.0,3.1
2022_12_22@18,1.8,0.0,9.4,78.0,0.0,0.0,,10.0,2.8
2022_12_22@19,1.5,,11.6,87.0,,,,9.0,2.3
2022_12_22@20,1.2,,10.9,83.0,,,,9.0,2.2
2022_12_22@21,1.9,0.3,9.2,69.0,,,,8.0,2.1
2022_12_22@22,1.9,,11.0,87.0,,,0.2,9.0,1.8
2022_12_22@23,1.9,,9.9,73.0,,,0.0,8.0,1.8
2022_12_23@0,1.5,0.6,9.6,79.0,,,0.2,8.0,1.7
2022_12_23@1,1.5,,11.6,74.0,,,0.7,8.0,1.7
2022_12_23@2,1.3,,10.0,70.0,,,1.0,7.0,1.7
2022_12_23@3,1.1,0.3,10.7,73.0,,,1.0,9.0,1.7
2022_12_23@4,0.6,,10.3,78.0,,,1.0,8.0,1.7
2022_12_23@5,1.4,,9.8,73.0,,,1.0,6.0,1.7
2022_12_23@6,0.4,0.6,8.4,87.0,,,1.4,9.0,1.7
2022_12_23@7,1.4,,9.8,69.0,,,1.3,8.0,1.7
2022_12_23@8,0.8,,9.4,85.0,0.0,0.0,1.4,6.0,1.7
2022_12_23@9,0.9,1.6,10.0,84.0,0.0,0.07,2.0,7.0,1.6
